物件ID,種別,物件名,販売価格,所在地,沿線・駅,間取り,土地面積（m2）,建物面積（m2）,坪単価（万円／坪）,URL,情報取得日,築年月（年数換算）,沿線,駅,徒歩,最小最大,追加年月日,削除年月日
69daadf88578,土地,八代２ 1180万円,1180.0,岐阜県岐阜市八代２,岐阜バス「福光3丁目」徒歩3分,,198.38,,19.7,https://suumo.jp/tochi/gifu/sc_gifu/nc_74858813/,2026-01-17,,岐阜バス,福光3丁目,3.0,,2026-01-11,
69e33fe4b25d,土地,愛知県一宮市千秋町加茂字郷前,670.0,愛知県一宮市千秋町加茂字郷前,名鉄犬山線/布袋駅 徒歩28分,,123.62,,17.92,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_abde519d88e33eec949b02258ce9d8af/,2026-01-17,,名鉄犬山線,布袋,28.0,,2026-01-11,
69eb0ba4ca96,土地,【セキスイハイム】スマートハイムプレイス一宮市石刀駅東II【建築条件付土地】,1590.0,愛知県一宮市今伊勢町馬寄字観音堂,名鉄名古屋本線「石刀」駅 徒歩11分,,125.65,,41.83,https://sumaity.com/house_new/prop_10117947/,2026-01-17,0.0,名鉄名古屋本線,石刀,11.0,,2026-01-11,
69f2eefc88c0,建物,一宮市千秋町加納馬場字大塚,2880.0,愛知県一宮市千秋町加納馬場字大塚,犬山線 石仏駅まで 徒歩18分,5LDK,483.66,139.59,,https://sumaity.com/house/used/aichi_prop/prop_18027789/,2026-01-17,21.14,犬山線,石仏,18.0,,2026-01-11,
69f3a4402b32,土地,蔵前４（切通駅） 1260万円,1260.0,岐阜県岐阜市蔵前４,名鉄各務原線「切通」徒歩11分,,208.67,,20.0,https://suumo.jp/tochi/gifu/sc_gifu/nc_76241681/,2026-01-17,,名鉄各務原線,切通,11.0,,2026-01-11,
69f5e891d581,建物,◇外装・内装リフォーム済◇駐車２台可能◇鉄骨造３階建,1580.0,岐阜県岐阜市八代３,コミュニティバス「北部コミセン」徒歩3分,3LDK,73.44,127.98,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77837075/,2026-01-17,45.24,コミュニティバス,北部コミセン,3.0,,2026-01-11,
6a0c93101198,建物,愛知県一宮市今伊勢町本神戸字筋替,3280.0,愛知県一宮市今伊勢町本神戸字筋替,名鉄名古屋本線/今伊勢駅 徒歩16分,4LDK,151.64,112.21,71.51,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_3d91a49540d134aeb662f78cfc6afd2c/,2026-01-17,0.0,名鉄名古屋本線,今伊勢,16.0,,2026-01-11,
6a0f6c84ba3f,建物,穂積駅徒歩10分！【弊社独自の特典あり！】必ずベテラン営業が対応！,3190.0,岐阜県瑞穂市別府字堤内三ノ町838番,JR東海道本線「穂積」徒歩10分,5LDK,104.16,124.22,,https://suumo.jp/ikkodate/gifu/sc_mizuho/nc_78277112/,2026-01-17,0.0,JR東海道本線,穂積,10.0,,2026-01-11,
6a215f140600,建物,岐阜県岐阜市東鶉６丁目,3280.0,岐阜県岐阜市東鶉６丁目,名鉄竹鼻・羽島線/柳津駅 徒歩4分 バス28分,4SLDK,184.83,117.59,58.66,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_98a4c16f5cc73cffb60fe3464592ef7a/,2026-01-17,0.0,名鉄竹鼻・羽島線,柳津,4.0,,2026-01-11,
6a21feb09dbd,土地,岐阜県岐阜市岩崎,920.0,岐阜県岐阜市岩崎,名鉄各務原線/田神駅 徒歩96分,,264.47,,11.5,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_9d2fdcfa0b0f30c2ba40df1a32f4e26f/,2026-01-17,,名鉄各務原線,田神,96.0,,2026-01-11,
6a33c155dd9e,土地,岐阜県岐阜市金園町３丁目,1965.0,岐阜県岐阜市金園町３丁目,名鉄各務原線/名鉄岐阜駅 徒歩11分,,216.52,,30.0,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_388a2ab2770b37fca0b2b935a7a5bd50/,2026-01-17,,名鉄各務原線,名鉄岐阜,11.0,,2026-01-11,
6a3df9971762,建物,岐阜県瑞穂市本田,3380.0,岐阜県瑞穂市本田,JR東海道本線/穂積駅,4LDK,266.95,113.65,41.86,https://myhome.nifty.com/shinchiku-ikkodate/gifu/mizuhoshi_ct/detail_31c11aa9bbfd38c19ce00789f4420a48/,2026-01-17,0.0,JR東海道本線,穂積,,,2026-01-11,
6a3ff0b7b1ef,建物,愛知県一宮市花池,5398.0,愛知県一宮市花池,名鉄名古屋本線/妙興寺駅 徒歩7分,4LDK,137.89,104.59,129.41,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_277be3f91dfc3d24b9bc21caaa5409c0/,2026-01-17,0.0,名鉄名古屋本線,妙興寺,7.0,,2026-01-11,
6a4d316adfad,土地,岐阜県岐阜市芥見嵯峨１丁目,436.0,岐阜県岐阜市芥見嵯峨１丁目,,,720.0,,2.0,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_9dd45267fb833c4585ff0975f762c7f1/,2026-01-17,,,,,,2026-01-11,
6a4ee5bb4016,土地,岐阜県瑞穂市生津天王東町１丁目,930.0,岐阜県瑞穂市生津天王東町１丁目,東海道本線/穂積駅 徒歩26分,,184.5,,16.66,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/detail_6208e71086c830e7917b4cf9cabf7214/,2026-01-17,,東海道本線,穂積,26.0,,2026-01-11,
6a5151ba0c10,建物,E's garden 岐阜市光樹町,3730.0,岐阜県岐阜市光樹町11-7他,岐阜バス「下川手」停 徒歩7分,5LDK,167.83,135.56,,https://sumaity.com/house_new/prop_7856524/,2026-01-17,0.0,岐阜バス,下川手,,,2026-01-11,
6a564186cb6e,土地,岐阜県岐阜市日野南７丁目,1000.0,岐阜県岐阜市日野南７丁目,東海道本線/岐阜駅 徒歩7分 バス23分,,296.0,,11.17,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_75c678d8003132308acacfa06a18c5e8/,2026-01-17,,東海道本線,岐阜,7.0,,2026-01-11,
6a57575d6f5b,土地,岐阜県各務原市前渡西町,800.0,岐阜県各務原市前渡西町,名鉄各務原線/三柿野駅 徒歩55分,,588.42,,4.49,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_731c44927279353e8e91d84104376ec2/,2026-01-17,,名鉄各務原線,三柿野,55.0,,2026-01-11,
6a6477ced96c,土地,岐阜県岐阜市寺田,900.0,岐阜県岐阜市寺田,東海道本線/穂積駅 徒歩40分,,476.02,,6.25,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_36b669ec2ed73c6d979fbece28a99fac/,2026-01-17,,東海道本線,穂積,40.0,,2026-01-11,
6a6aa20fc51b,土地,岐阜県岐阜市忠節町１丁目,770.0,岐阜県岐阜市忠節町１丁目,名鉄名古屋本線/名鉄岐阜駅 徒歩7分 バス9分,,73.2,,34.77,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_c8ac78ceda7a3c02ae8f69855bf394ba/,2026-01-17,,名鉄名古屋本線,名鉄岐阜,7.0,,2026-01-11,
6a800d533229,土地,竹鼻町（羽島市役所前駅） 2580万円,2580.0,岐阜県羽島市竹鼻町,名鉄竹鼻線「羽島市役所前」徒歩2分,,1371.66,,6.3,https://suumo.jp/tochi/gifu/sc_hashima/nc_94803771/,2026-01-17,,名鉄竹鼻線,羽島市役所前,2.0,,2026-01-11,
6a892afcd958,建物,一宮市貴船町4丁目,3399.0,愛知県一宮市貴船町４丁目,JR東海道本線「尾張一宮」駅まで 徒歩 32分,3LDK,108.59,96.8,,https://sumaity.com/house_new/prop_9427918/,2026-01-17,0.0,JR東海道本線,尾張一宮,32.0,,2026-01-11,
6a8ded268624,土地,岐阜県羽島市堀津町須賀南１丁目,780.0,岐阜県羽島市堀津町須賀南１丁目,名鉄竹鼻・羽島線/新羽島駅 徒歩24分,,306.32,,8.42,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_c59e83121bb434a2b0d5dd10704b36c0/,2026-01-11,,名鉄竹鼻・羽島線,新羽島,24.0,,2026-01-11,2026/01/14
6a99b163d624,建物,令和５年築！美邸♪開放感ある吹抜設計！駅・スーパー・小中学校徒歩１０分圏…,4650.0,岐阜県岐阜市月丘町２,名鉄各務原線「田神」徒歩10分,4LDK,159.83,107.64,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78630304/,2026-01-17,2.8,名鉄各務原線,田神,10.0,,2026-01-11,
6a9a72a24145,土地,岐阜県各務原市大野町２丁目,2415.0,岐阜県各務原市大野町２丁目,名鉄各務原線/高田橋駅 徒歩20分,,614.02,,13.0,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_91901d9b9feb3d6eb6d45674181718d8/,2026-01-17,,名鉄各務原線,高田橋,20.0,,2026-01-11,
6aa8684caaec,土地,岐阜県岐阜市則武西,1420.0,岐阜県岐阜市則武西,,,324.46,,14.47,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_e937cff7b3b33412b742f8333ae40532/,2026-01-17,,,,,,2026-01-11,
6aa9cac42004,建物,一宮市木曽川町黒田IV　A棟　新築戸建,4320.0,愛知県一宮市木曽川町黒田字中野黒191番他,JR東海道本線「木曽川」駅まで 徒歩 4分,5LDK,152.08,123.38,,https://sumaity.com/house_new/prop_10053983/,2026-01-17,0.0,JR東海道本線,木曽川,4.0,,2026-01-11,
6aabef9989b6,土地,岐阜県羽島市竹鼻町狐穴,699.0,岐阜県羽島市竹鼻町狐穴,名鉄竹鼻・羽島線/竹鼻駅 徒歩13分,,231.22,,9.99,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_5c606ecee8953c2abb612fc3ee7696f5/,2026-01-17,,名鉄竹鼻・羽島線,竹鼻,13.0,,2026-01-11,
6aae3b45258a,土地,岐阜県各務原市蘇原沢上町１丁目,880.0,岐阜県各務原市蘇原沢上町１丁目,名鉄各務原線/六軒駅 徒歩5分,,205.55,,14.15,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_37100d4f4ea136a58d62e17701a4623e/,2026-01-17,,名鉄各務原線,六軒,5.0,,2026-01-11,
6abd191928fa,土地,岐阜県各務原市新鵜沼台１丁目,630.0,岐阜県各務原市新鵜沼台１丁目,高山本線/鵜沼駅 徒歩14分,,167.84,,12.41,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_3e6011cadf593e299baf0273736eacdc/,2026-01-17,,高山本線,鵜沼,14.0,,2026-01-11,
6ac3df8c0bc8,土地,岐阜県岐阜市南鶉６丁目,2705.0,岐阜県岐阜市南鶉６丁目,,,496.72,,18.0,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_5278165ed78138fababd650a28ce2e17/,2026-01-14,,,,,,2026-01-14,2026/01/17
6ac7e36178fe,建物,岐阜市島田1丁目　2号棟　全3棟,2480.0,岐阜県岐阜市島田１丁目,JR東海道本線「西岐阜」駅まで 3.2km,5LDK,150.82,106.0,,https://sumaity.com/house_new/prop_9906979/,2026-01-17,0.0,JR東海道本線,西岐阜,,,2026-01-11,
6ad34da7f809,土地,【セキスイハイム】スマートハイムプレイス岐阜市今嶺【建築条件付土地】,1498.0,岐阜県岐阜市今嶺４丁目,JR東海道本線「西岐阜」駅 徒歩16分,,160.58,,30.84,https://sumaity.com/house_new/prop_6526283/,2026-01-17,0.0,JR東海道本線,西岐阜,16.0,最小,2026-01-11,
6adb2b9018f9,建物,【見学会開催】【内外装リフォーム予定】年内入居可。庭スペースあり。LDK約1,1250.0,岐阜県岐阜市三田洞東４-1-3,名鉄各務原線「名鉄岐阜」車9.6km,4LDK,234.8,116.04,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77487505/,2026-01-17,36.98,名鉄各務原線,名鉄岐阜,,,2026-01-11,
6aecbad5ff2e,建物,岐阜県各務原市鵜沼大伊木町４丁目,470.0,岐阜県各務原市鵜沼大伊木町４丁目,名鉄各務原線/名電各務原駅 徒歩31分,3DK,208.36,65.49,7.46,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_aad88f112d733bb58c01db482078a900/,2026-01-17,50.33,名鉄各務原線,名電各務原,31.0,,2026-01-11,
6af781913e20,土地,岐阜県各務原市蘇原緑町１丁目,890.0,岐阜県各務原市蘇原緑町１丁目,高山本線/蘇原駅 徒歩6分,,147.24,,19.98,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_5de1199ee4e13d8ba4b975c991caa2e9/,2026-01-17,,高山本線,蘇原,6.0,,2026-01-11,
6b09172a58cd,建物,愛知県一宮市大和町妙興寺字階子田,1780.0,愛知県一宮市大和町妙興寺字階子田,名鉄名古屋本線/妙興寺駅 徒歩8分,4LDK,171.57,110.96,34.3,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_2e29e9d3e8d737679df1a8984f5f034b/,2026-01-17,0.0,名鉄名古屋本線,妙興寺,8.0,,2026-01-11,
6b0de363545f,建物,マンションのような総タイル張！,3480.0,岐阜県各務原市川島小網町,名鉄各務原線「各務原市役所前」バス20分停歩7分,11LDDKK,330.0,393.16,34.86,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77399085/,2026-01-17,33.65,名鉄各務原線,各務原市役所前,7.0,,2026-01-11,
6b1330ca7328,土地,愛知県一宮市木曽川町黒田三ノ通り,700.0,愛知県一宮市木曽川町黒田三ノ通り,名鉄名古屋本線/新木曽川駅 徒歩6分,,127.0,,18.22,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_15feed44504930bcbc97c467198af536/,2026-01-11,,名鉄名古屋本線,新木曽川,6.0,,2026-01-11,2026/01/14
6b18b2a14f6a,土地,愛知県一宮市三条,4900.0,愛知県一宮市三条,名鉄名古屋本線/名鉄一宮駅 徒歩4分 バス10分,,971.89,,16.67,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_c86b3130072134ff98adc45c87f4fde1/,2026-01-17,,名鉄名古屋本線,名鉄一宮,4.0,,2026-01-11,
6b1cc37d62bf,建物,◆ご見学キャンペーン実施中◆長期優良住宅！,3280.0,岐阜県岐阜市敷島町８-37番,JR東海道本線「西岐阜」徒歩15分,4LDK,184.52,111.79,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78303558/,2026-01-17,0.0,JR東海道本線,西岐阜,15.0,,2026-01-11,
6b25351e23c5,土地,岐阜県各務原市前渡西町,880.0,岐阜県各務原市前渡西町,名鉄各務原線/二十軒駅 徒歩34分,,248.69,,11.7,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_3da4ca8498403912b9ca60d6e77e3ed9/,2026-01-17,,名鉄各務原線,二十軒,34.0,,2026-01-11,
6b26affbdaf3,土地,岐阜県羽島郡岐南町八剣北２丁目,823.0,岐阜県羽島郡岐南町八剣北２丁目,名鉄各務原線/細畑駅 徒歩11分,,137.44,,19.8,https://myhome.nifty.com/tochi/gifu/hashimagunginancho_ct/detail_e80517995e84356ea79656f98bfce560/,2026-01-17,,名鉄各務原線,細畑,11.0,,2026-01-11,
6b2e9b9f09cf,土地,岐阜県各務原市蘇原希望町３丁目,1430.0,岐阜県各務原市蘇原希望町３丁目,高山本線/蘇原駅 徒歩20分,,212.02,,22.3,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_bf759a9894a134c3ba51b85c7afde3e7/,2026-01-17,,高山本線,蘇原,20.0,,2026-01-14,
6b3133271ec9,建物,新築戸建 伝法寺7丁目　全2棟,3230.0,愛知県一宮市伝法寺７丁目,JR東海道本線「稲沢」駅まで 徒歩 23分,4LDK,180.03,100.85,,https://sumaity.com/house_new/prop_10127650/,2026-01-17,0.0,JR東海道本線,稲沢,23.0,,2026-01-11,
6b34ae5d2458,建物,一宮市第1三条山　全5棟　3号棟,2780.0,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 34分,4LDK,161.98,102.06,,https://sumaity.com/house_new/prop_10082425/,2026-01-17,0.0,名鉄尾西線,二子,34.0,,2026-01-11,
6b363240b97e,土地,愛知県一宮市開明字前脇,1500.0,愛知県一宮市開明字前脇,名鉄尾西線/奥町駅 徒歩9分,,466.0,,10.64,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_a864fa05508a39eda8fc7f85f2ca8bac/,2026-01-17,,名鉄尾西線,奥町,9.0,,2026-01-14,
6b3d74e9da4a,土地,愛知県一宮市瀬部字川東,363.0,愛知県一宮市瀬部字川東,東海道本線/尾張一宮駅 徒歩2分 バス12分,,300.01,,4.0,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_d2e6e18a21213d82aa43aeb853ea2505/,2026-01-11,,東海道本線,尾張一宮,2.0,,2026-01-11,2026/01/14
6b51f1bb61af,土地,福寿町間島２（竹鼻駅） 1290万円,1290.0,岐阜県羽島市福寿町間島２-35-2,名鉄竹鼻線「竹鼻」徒歩22分,,404.19,,10.6,https://suumo.jp/tochi/gifu/sc_hashima/nc_77636608/,2026-01-17,,名鉄竹鼻線,竹鼻,22.0,,2026-01-11,
6b5200807ee6,土地,愛知県一宮市萩原町花井方字中田島,293.0,愛知県一宮市萩原町花井方字中田島,名鉄尾西線/苅安賀駅 徒歩19分,,645.0,,1.5,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_6ad06275ac373fff8de1776ab38354f2/,2026-01-17,,名鉄尾西線,苅安賀,19.0,,2026-01-11,
6b5734e8bf15,土地,岐阜県各務原市川島河田町,29.0,岐阜県各務原市川島河田町,名鉄名古屋本線/笠松駅 徒歩6分 バス24分,,95.0,,1.01,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_802760bef05d37188ec23b4892b10e4a/,2026-01-17,,名鉄名古屋本線,笠松,6.0,,2026-01-11,
6b5e7045c28f,土地,岐阜県岐阜市茜部大野２丁目,1700.0,岐阜県岐阜市茜部大野２丁目,東海道本線/岐阜駅 徒歩25分,,225.06,,24.97,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_8199d8724b74308f9794b82dc31b70a1/,2026-01-17,,東海道本線,岐阜,25.0,,2026-01-11,
6b60b69445ed,土地,岐阜県岐阜市石谷,50.7,岐阜県岐阜市石谷,JR東海道本線/岐阜駅 徒歩43分 バス29分,,167.63,,1.0,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_9790f71884aa3a93bea322e12a7a2c30/,2026-01-17,,JR東海道本線,岐阜,43.0,,2026-01-11,
6b68175bc65d,土地,愛知県一宮市観音寺１丁目,2680.0,愛知県一宮市観音寺１丁目,名鉄尾西線/観音寺駅 徒歩5分,,164.82,,53.75,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0efc32f7d5ab3409b55d770229600fae/,2026-01-17,,名鉄尾西線,観音寺,5.0,,2026-01-11,
6b6a0a66fdbd,土地,岐阜県岐阜市長森岩戸,498.0,岐阜県岐阜市長森岩戸,東海道本線/岐阜駅 徒歩3分 バス20分,,304.0,,5.42,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_1c3f15345e71399f86dda67820e2a40c/,2026-01-17,,東海道本線,岐阜,3.0,,2026-01-11,
6b729b493586,建物,岐阜県岐阜市尻毛２丁目,2180.0,岐阜県岐阜市尻毛２丁目,東海道本線/岐阜駅 徒歩7分 バス25分,3LDK,165.6,86.94,43.52,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_513cd86045ae3f91b7d53f8548230049/,2026-01-17,5.75,東海道本線,岐阜,7.0,,2026-01-14,
6b77091356bd,土地,岐阜県岐阜市五坪２丁目,1500.0,岐阜県岐阜市五坪２丁目,名鉄各務原線/田神駅 徒歩5分,,173.01,,28.66,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_14c18223842f3a37bb36e1581c74ff8f/,2026-01-17,,名鉄各務原線,田神,5.0,,2026-01-11,
6b7d59bffdc6,建物,岐阜県岐阜市如月町６丁目,4180.0,岐阜県岐阜市如月町６丁目,東海道本線/岐阜駅 徒歩5分 バス10分,4LDK,148.6,109.51,92.99,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_14dccc2ea7bf31e09dadfe587a4cde4c/,2026-01-17,0.0,東海道本線,岐阜,5.0,,2026-01-11,
6b80b877c5dd,建物,愛知県一宮市下田１丁目,5380.0,愛知県一宮市下田１丁目,東海道本線/尾張一宮駅 徒歩9分 バス8分,5LDK,381.37,178.86,46.64,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_5ada51865f653160af14615fb66c0f15/,2026-01-17,15.92,東海道本線,尾張一宮,9.0,,2026-01-11,
6b814422853e,建物,三条　中古戸建,2700.0,愛知県一宮市三条字通,名鉄尾西線 奥町駅まで 徒歩26分 / 名鉄尾西線 開明駅まで 徒歩26分,4LDK,162.11,138.32,,https://sumaity.com/house/used/aichi_prop/prop_18911265/,2026-01-17,14.47,名鉄尾西線,奥町,26.0,,2026-01-11,
6b849d5478a2,建物,【新生活応援プレゼント対象物件】Livele Garden.S　一宮市三条ヱグロ　限定1邸,2490.0,愛知県一宮市三条ヱグロ,名鉄尾西線「開明」駅 車で約3km,4LDK,126.31,109.31,,https://sumaity.com/house_new/prop_10070302/,2026-01-17,0.0,名鉄尾西線,開明,,,2026-01-11,
6b9871b5c5bc,土地,岐阜県羽島市江吉良町,450.0,岐阜県羽島市江吉良町,名鉄竹鼻・羽島線/江吉良駅 徒歩8分,,200.23,,7.43,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_74229cd11ba5376298d84c080787d2a2/,2026-01-17,,名鉄竹鼻・羽島線,江吉良,8.0,,2026-01-11,
6b990faa072b,土地,愛知県一宮市木曽川町里小牧字道路寺,550.0,愛知県一宮市木曽川町里小牧字道路寺,名鉄尾西線/玉ノ井駅 徒歩12分,,171.9,,10.58,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_51c7374aab0633e085677093a4cffe82/,2026-01-17,,名鉄尾西線,玉ノ井,12.0,,2026-01-11,
6b9b3870ff39,建物,岐阜県瑞穂市別府,3480.0,岐阜県瑞穂市別府,JR東海道本線/穂積駅 徒歩20分,4LDK,273.65,129.69,42.04,https://myhome.nifty.com/shinchiku-ikkodate/gifu/mizuhoshi_ct/detail_8d660cbdb76937018a38d212815a3271/,2026-01-17,0.0,JR東海道本線,穂積,20.0,,2026-01-11,
6b9e24acdb08,土地,愛知県一宮市木曽川町黒田字北宿四の切,1980.0,愛知県一宮市木曽川町黒田字北宿四の切,名鉄名古屋本線/黒田駅 徒歩5分,,208.35,,31.42,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_21f94ba03b4031f5815b219d45c9e608/,2026-01-17,,名鉄名古屋本線,黒田,5.0,,2026-01-14,
6ba309607c78,土地,岐阜県羽島市正木町曲利,880.0,岐阜県羽島市正木町曲利,名鉄竹鼻・羽島線/不破一色駅 徒歩14分,,282.13,,10.31,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_fd9f054aa18b3827a019c50905233c9e/,2026-01-17,,名鉄竹鼻・羽島線,不破一色,14.0,,2026-01-11,
6ba4f79d3dde,土地,愛知県一宮市萩原町東宮重字東屋敷,1080.0,愛知県一宮市萩原町東宮重字東屋敷,名鉄名古屋本線/島氏永駅 徒歩30分,,309.22,,11.55,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_738e8b9e1415325d8672ccd221321ea1/,2026-01-17,,名鉄名古屋本線,島氏永,30.0,,2026-01-11,
